,Unnamed: 0,text,state,date,star,hp_data
2614,223,"I am reviewing This TV after using it for 8 months
TV is light weight.
Slick Design.
Okay for News or daily soap.
Some video quality is ok but image quality is pathetic and you will be disappointed some times to hear the sound. If you want a good sound and video quality TV please go for Samsung Sony or LG above 20k+ but not this","Certified Buyer, New Delhi",1 month ago,2,"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV with Alpha75 AI Processor Gen5, Refresh Rate: 60 hertz, Magic remote capability  (32LQ643BPTA)"
2615,224,Picture quality not good,"Certified Buyer, Visakhapatnam",2 months ago,2,"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV with Alpha75 AI Processor Gen5, Refresh Rate: 60 hertz, Magic remote capability  (32LQ643BPTA)"
2616,225,Not Good,"Certified Buyer, Surat",2 months ago,2,"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV with Alpha75 AI Processor Gen5, Refresh Rate: 60 hertz, Magic remote capability  (32LQ643BPTA)"
2617,226,LG TV,"Certified Buyer, Kachchh District",4 months ago,2,"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV with Alpha75 AI Processor Gen5, Refresh Rate: 60 hertz, Magic remote capability  (32LQ643BPTA)"
2618,227,Picture quality not good,"Certified Buyer, Murshidabad",4 months ago,2,"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV with Alpha75 AI Processor Gen5, Refresh Rate: 60 hertz, Magic remote capability  (32LQ643BPTA)"
2619,228,Very good 😊,"Certified Buyer, Kalyan",5 months ago,2,"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV with Alpha75 AI Processor Gen5, Refresh Rate: 60 hertz, Magic remote capability  (32LQ643BPTA)"
2620,229,There is no provision for a movable stand in the LED and which stand fit by the service engineer. It's 3-4inch beyond the wall. It's looking very bad and LED is also not safe. Bad experience.,"Certified Buyer, Mohali",5 months ago,2,"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV with Alpha75 AI Processor Gen5, Refresh Rate: 60 hertz, Magic remote capability  (32LQ643BPTA)"
2621,230,This tv Sound bar Blutooth connection is support?,"Certified Buyer, East Godavari",5 months ago,2,"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV with Alpha75 AI Processor Gen5, Refresh Rate: 60 hertz, Magic remote capability  (32LQ643BPTA)"
2622,231,Okay,"Certified Buyer, Hyderabad",5 months ago,2,"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV with Alpha75 AI Processor Gen5, Refresh Rate: 60 hertz, Magic remote capability  (32LQ643BPTA)"
2623,232,1star tv,"Certified Buyer, Puri",6 months ago,2,"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV with Alpha75 AI Processor Gen5, Refresh Rate: 60 hertz, Magic remote capability  (32LQ643BPTA)"
2624,233,Picture quality and sound quality is very very poor donot buy anybody no return policy. I think 2020 model.is better than 2023 I am very much disappointed,"Certified Buyer, Idukki District",9 months ago,2,"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV with Alpha75 AI Processor Gen5, Refresh Rate: 60 hertz, Magic remote capability  (32LQ643BPTA)"
2625,234,Picture quality is Not good... better to move to Samsung and others.save ur money 🙂,"Certified Buyer, Sri Potti Sriramulu Nellore District",9 months ago,2,"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV with Alpha75 AI Processor Gen5, Refresh Rate: 60 hertz, Magic remote capability  (32LQ643BPTA)"
2626,235,Remote not a voice control,"Certified Buyer, Akola",9 months ago,2,"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV with Alpha75 AI Processor Gen5, Refresh Rate: 60 hertz, Magic remote capability  (32LQ643BPTA)"
2627,236,Display quality not good don't buy,"Certified Buyer, Bhiwandi",9 months ago,2,"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV with Alpha75 AI Processor Gen5, Refresh Rate: 60 hertz, Magic remote capability  (32LQ643BPTA)"
2628,237,Picture quality is poor,"Certified Buyer, Macherla",10 months ago,2,"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV with Alpha75 AI Processor Gen5, Refresh Rate: 60 hertz, Magic remote capability  (32LQ643BPTA)"
2629,238,"Picture quality not much better u need to recharge HD channel to see..
Sound is only 16W not much boss also quality is good but not mak noise","Certified Buyer, Sindgi",10 months ago,2,"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV with Alpha75 AI Processor Gen5, Refresh Rate: 60 hertz, Magic remote capability  (32LQ643BPTA)"
2630,239,Tv is good but without magic remote operating webos is very difficult,"Certified Buyer, Chennai",6 months ago,3,"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV with Alpha75 AI Processor Gen5, Refresh Rate: 60 hertz, Magic remote capability  (32LQ643BPTA)"
2631,240,"Sound not bad, pictures dull","Certified Buyer, Thirumangalam",5 months ago,3,"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV with Alpha75 AI Processor Gen5, Refresh Rate: 60 hertz, Magic remote capability  (32LQ643BPTA)"
2632,241,The only problem with this tv is UI is not good as compared to android TVs,"Certified Buyer, Pune",1 month ago,3,"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV with Alpha75 AI Processor Gen5, Refresh Rate: 60 hertz, Magic remote capability  (32LQ643BPTA)"
2633,242,Nice,"Certified Buyer, Nirmal District",6 months ago,3,"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV with Alpha75 AI Processor Gen5, Refresh Rate: 60 hertz, Magic remote capability  (32LQ643BPTA)"
2634,243,Ok,"Certified Buyer, Arwal District",10 months ago,3,"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV with Alpha75 AI Processor Gen5, Refresh Rate: 60 hertz, Magic remote capability  (32LQ643BPTA)"
2635,244,Very good product,"Certified Buyer, Faridabad",10 months ago,3,"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV with Alpha75 AI Processor Gen5, Refresh Rate: 60 hertz, Magic remote capability  (32LQ643BPTA)"
2636,245,Over prized,"Certified Buyer, Paschim Medinipur District",7 days ago,3,"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV with Alpha75 AI Processor Gen5, Refresh Rate: 60 hertz, Magic remote capability  (32LQ643BPTA)"
2637,246,Nice,"Certified Buyer, Kakinada",10 days ago,3,"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV with Alpha75 AI Processor Gen5, Refresh Rate: 60 hertz, Magic remote capability  (32LQ643BPTA)"
2638,247,"TV outdoor is not good quality
Your using very cheap quality fiber or plastic","Certified Buyer, Nellore",15 days ago,3,"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV with Alpha75 AI Processor Gen5, Refresh Rate: 60 hertz, Magic remote capability  (32LQ643BPTA)"
2639,248,Because Magic remote is not included,"Certified Buyer, Palghar District",23 days ago,3,"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV with Alpha75 AI Processor Gen5, Refresh Rate: 60 hertz, Magic remote capability  (32LQ643BPTA)"
2640,249,Picture quality not good,"Certified Buyer, Baleshwar District",25 days ago,3,"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV with Alpha75 AI Processor Gen5, Refresh Rate: 60 hertz, Magic remote capability  (32LQ643BPTA)"
2641,250,Great,"Certified Buyer, Budni",1 month ago,3,"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV with Alpha75 AI Processor Gen5, Refresh Rate: 60 hertz, Magic remote capability  (32LQ643BPTA)"
2642,251,Qality are very good .,"Certified Buyer, Garal",1 month ago,3,"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV with Alpha75 AI Processor Gen5, Refresh Rate: 60 hertz, Magic remote capability  (32LQ643BPTA)"
2643,252,Very nice,"Certified Buyer, Ghaziabad",2 months ago,3,"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV with Alpha75 AI Processor Gen5, Refresh Rate: 60 hertz, Magic remote capability  (32LQ643BPTA)"
2644,253,Good,"Certified Buyer, Nandigama",2 months ago,3,"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV with Alpha75 AI Processor Gen5, Refresh Rate: 60 hertz, Magic remote capability  (32LQ643BPTA)"
2645,254,Picture Quality Average,"Certified Buyer, Hyderabad",2 months ago,3,"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV with Alpha75 AI Processor Gen5, Refresh Rate: 60 hertz, Magic remote capability  (32LQ643BPTA)"
2646,255,Average,"Certified Buyer, Bengaluru",3 months ago,3,"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV with Alpha75 AI Processor Gen5, Refresh Rate: 60 hertz, Magic remote capability  (32LQ643BPTA)"
2647,256,Good,"Certified Buyer, Raigarh District",3 months ago,3,"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV with Alpha75 AI Processor Gen5, Refresh Rate: 60 hertz, Magic remote capability  (32LQ643BPTA)"
2648,257,Super,"Certified Buyer, Ramanagara District",4 months ago,3,"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV with Alpha75 AI Processor Gen5, Refresh Rate: 60 hertz, Magic remote capability  (32LQ643BPTA)"
2649,258,Good television,"Certified Buyer, Jehanabad",4 months ago,3,"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV with Alpha75 AI Processor Gen5, Refresh Rate: 60 hertz, Magic remote capability  (32LQ643BPTA)"
2650,259,Samsung is better than this,"Certified Buyer, Nasrigagnj",4 months ago,3,"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV with Alpha75 AI Processor Gen5, Refresh Rate: 60 hertz, Magic remote capability  (32LQ643BPTA)"
2651,260,Nice,"Certified Buyer, Medikonduru",5 months ago,3,"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV with Alpha75 AI Processor Gen5, Refresh Rate: 60 hertz, Magic remote capability  (32LQ643BPTA)"
2652,261,uses more power/electricity,"Certified Buyer, New Delhi",5 months ago,3,"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV with Alpha75 AI Processor Gen5, Refresh Rate: 60 hertz, Magic remote capability  (32LQ643BPTA)"
2653,262,Internet connectivity issue.,"Certified Buyer, Paradeep",5 months ago,3,"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV with Alpha75 AI Processor Gen5, Refresh Rate: 60 hertz, Magic remote capability  (32LQ643BPTA)"
2654,263,Good,"Certified Buyer, Chengalpattu District",6 months ago,3,"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV with Alpha75 AI Processor Gen5, Refresh Rate: 60 hertz, Magic remote capability  (32LQ643BPTA)"
2655,264,Ok,"Certified Buyer, Ysr District",6 months ago,3,"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV with Alpha75 AI Processor Gen5, Refresh Rate: 60 hertz, Magic remote capability  (32LQ643BPTA)"
2656,265,"USB port is working very slow.
It's smart in name only. It works like a normal TV.
working very slow.","Certified Buyer, Bhagalpur District",9 months ago,3,"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV with Alpha75 AI Processor Gen5, Refresh Rate: 60 hertz, Magic remote capability  (32LQ643BPTA)"
2657,266,Product is good but installation process is not completed by LG or any technician,"Certified Buyer, Prakasam District",9 months ago,3,"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV with Alpha75 AI Processor Gen5, Refresh Rate: 60 hertz, Magic remote capability  (32LQ643BPTA)"
2658,267,Good picture quality.. but not best am not satisfied.acer qled is better then this.,"Certified Buyer, Sahatwar",10 months ago,3,"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV with Alpha75 AI Processor Gen5, Refresh Rate: 60 hertz, Magic remote capability  (32LQ643BPTA)"
2659,268,Need more options for audio output so that home theatre system can be easily setting....,"Certified Buyer, Debagarh",10 months ago,3,"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV with Alpha75 AI Processor Gen5, Refresh Rate: 60 hertz, Magic remote capability  (32LQ643BPTA)"
2660,269,Value for money,"Certified Buyer, East Godavari District",10 months ago,4,"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV with Alpha75 AI Processor Gen5, Refresh Rate: 60 hertz, Magic remote capability  (32LQ643BPTA)"
2661,270,"After 1 month research, i purchased nice tv 32 inch lg 2023 update tv, don't go to local brand extra 2000 also go to brand it's one time investment to 5vtob10 yrs but plss give lg magic remote to all AI tv","Certified Buyer, Bangalore",7 months ago,4,"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV with Alpha75 AI Processor Gen5, Refresh Rate: 60 hertz, Magic remote capability  (32LQ643BPTA)"
2662,271,Picture quality and mode were up to the mark as per price justified except remote,"Certified Buyer, Jalor",10 months ago,4,"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV with Alpha75 AI Processor Gen5, Refresh Rate: 60 hertz, Magic remote capability  (32LQ643BPTA)"
2663,272,Tv is nice but installation process was toomuch of late,"Certified Buyer, Sri Potti Sriramulu Nellore District",9 months ago,4,"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV with Alpha75 AI Processor Gen5, Refresh Rate: 60 hertz, Magic remote capability  (32LQ643BPTA)"
2664,273,Money burget,"Certified Buyer, Tadpatri",9 months ago,4,"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV with Alpha75 AI Processor Gen5, Refresh Rate: 60 hertz, Magic remote capability  (32LQ643BPTA)"
2665,274,Very Good tv satisfied,"Certified Buyer, Visakhapatnam",2 months ago,4,"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV with Alpha75 AI Processor Gen5, Refresh Rate: 60 hertz, Magic remote capability  (32LQ643BPTA)"
2666,275,I like the tv it's is to good as compare to TV of Mi Android Smart TV the sound quality of the product is too good you can't imagine without purchase.,"Certified Buyer, Mumbai",4 months ago,4,"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV with Alpha75 AI Processor Gen5, Refresh Rate: 60 hertz, Magic remote capability  (32LQ643BPTA)"
2667,276,OK good,"Certified Buyer, Khammam",6 months ago,4,"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV with Alpha75 AI Processor Gen5, Refresh Rate: 60 hertz, Magic remote capability  (32LQ643BPTA)"
2668,277,"Compared with others brands at same features, LG little bit expensive.","Certified Buyer, Uttara Kannada District",6 months ago,4,"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV with Alpha75 AI Processor Gen5, Refresh Rate: 60 hertz, Magic remote capability  (32LQ643BPTA)"
2669,278,Super product value for money,"Certified Buyer, Ernakulam",6 months ago,4,"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV with Alpha75 AI Processor Gen5, Refresh Rate: 60 hertz, Magic remote capability  (32LQ643BPTA)"
2670,279,Good product,"Certified Buyer, Salur",7 months ago,4,"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV with Alpha75 AI Processor Gen5, Refresh Rate: 60 hertz, Magic remote capability  (32LQ643BPTA)"
2671,280,"I brought a LG tv 32 inch, and the next day service man came and installed it. I am satisfied for this tv.Picture quality and sound quality is good, LG company is trusted brand. Thank you Flipkart for providing this good smart TV.","Certified Buyer, Golaghat",9 months ago,4,"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV with Alpha75 AI Processor Gen5, Refresh Rate: 60 hertz, Magic remote capability  (32LQ643BPTA)"
2672,281,Nice product wonderful,"Certified Buyer, Vellore District",10 months ago,4,"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV with Alpha75 AI Processor Gen5, Refresh Rate: 60 hertz, Magic remote capability  (32LQ643BPTA)"
2673,282,Missing smart voice command remote,"Certified Buyer, Junagadh",10 months ago,4,"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV with Alpha75 AI Processor Gen5, Refresh Rate: 60 hertz, Magic remote capability  (32LQ643BPTA)"
2674,283,Good picture quality.... Delivery and installation fast thanks Flipkart,"Certified Buyer, Bharatpur District",10 months ago,4,"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV with Alpha75 AI Processor Gen5, Refresh Rate: 60 hertz, Magic remote capability  (32LQ643BPTA)"
2675,284,I like lg tv because it value for money and its performance compare to other different tv.new model 2023.I like it.,"Certified Buyer, Patharberia",9 months ago,4,"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV with Alpha75 AI Processor Gen5, Refresh Rate: 60 hertz, Magic remote capability  (32LQ643BPTA)"
2676,285,"As the device is not 4k the picture quality is okay, Sound quality is so good and I am impressed with Operating system it was so easy to understand and it's so familiar to connectivity very easy to access from mobile","Certified Buyer, Bengaluru",2 months ago,4,"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV with Alpha75 AI Processor Gen5, Refresh Rate: 60 hertz, Magic remote capability  (32LQ643BPTA)"
2677,286,I have used this product experience was good but I was also expecting voice remote with this tv but that was not there otherwise this is Value of money go for it,"Certified Buyer, New Delhi",2 months ago,4,"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV with Alpha75 AI Processor Gen5, Refresh Rate: 60 hertz, Magic remote capability  (32LQ643BPTA)"
2678,287,Ok super,"Certified Buyer, Chennai",2 months ago,4,"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV with Alpha75 AI Processor Gen5, Refresh Rate: 60 hertz, Magic remote capability  (32LQ643BPTA)"
